index,label
1353,숙녀복
1354,숙련
1355,순금
1356,순산
1357,순종
1358,순창군수어통역센터
1359,순창군주민지원센터
1360,순창군지부
1361,순천시수어통역센터
1362,순천시지부
1363,순천시청
1364,술
1365,술값
1366,술잔
1367,술집
1368,숨차다
1369,숲
1370,쉽다
1371,스웨덴
1372,슬프다
1373,습자
1374,승마복
1375,승부차기
1376,승패
1377,시달리다
1378,시댁
1379,시시하다
1380,시아버지
1381,시어머니
1382,시원하다
1383,시작
1384,시집
1385,시차
1386,시청
1387,시험
1388,시험감독
1389,시흥
1390,식당
1391,식도염
1392,식목일
1393,식전
1394,신경쓰다
1395,신나다
1396,신문
1397,신부
1398,신사
1399,신식
1400,신안군수어통역센터
1401,신안군주민지원센터
1402,신안군지부
1403,신용산
1404,신용카드
1405,신입학
1406,신체적장애
1407,신통하다
1408,신학
1409,신혼
1410,실망
1411,실명
1412,실생활
1413,실수
1414,실습
1415,실언
1416,실천
1417,실토
1418,싫어하다
1419,싫증나다
1420,심부름
1421,십구
1422,십만
1423,십사
1424,십삼
1425,십오
1426,십오만
1427,십오억
1428,십육
1429,십이
1430,십일
1431,십칠
1432,십팔
1433,싱가폴
1434,쌀가루
1435,쌀값
1436,쌀벌레
1437,쌍둥이
1438,쌍용
1439,썩다
1440,쑥쓰럽다
1441,쓰다
1442,쓸쓸하다
1443,아까
1444,아끼다
1445,아내
1446,아둔하다
1447,아들딸
1448,아래
1449,아르바이트
1450,아름답다
1451,아산
1452,아산시수어통역센터
1453,아산시지부
1454,아산시청
1455,아주버님
1456,아차산
1457,아첨
1458,아프다
1459,아프리카
1460,아홉명
1461,아홉배
1462,아홉번째
1463,악몽
1464,악습
1465,악영향
1466,악용
1467,안경원
1468,안내원
1469,안다
1470,안동시수어통역센터
1471,안동시지부
1472,안동시청
1473,안산
1474,안색
1475,안성
1476,안성시수어통역센터
1477,안성시지부
1478,안성시청
1479,안심
1480,안쓰럽다
1481,안양
1482,안양대학교
1483,안양시수어통역센터
1484,안양시지부
1485,안양시청
1486,안위
1487,알려주다
1488,알록달록
1489,알맞다
1490,알코올중독
1491,암살
1492,압류
1493,압정
1494,앞서가다
1495,애국자
1496,애매하다
1497,애착
1498,애처
1499,야간경비
1500,야구
1501,야구부
1502,야망
1503,약학
1504,약효
1505,얌전하다
1506,양계
1507,양다리
1508,양산
1509,양산시수화통역센터
1510,양산시지부
1511,양산시청
1512,양서
1513,양식
1514,양양군수어통역센터
1515,양양군주민지원센터
1516,양양군지부
1517,양젖
1518,양주
1519,양주시수어통역센터
1520,양주시지부
1521,양주시청
1522,양천
1523,양천구수어통역센터
1524,양천구주민지원센터
1525,양천구지부
1526,양치
1527,양털
1528,양평
1529,양평군수어통역센터
1530,양평군주민지원센터
1531,양평군지부
1532,어떻게
1533,어른
1534,어리석다
1535,어린이날
1536,어린이대공원
1537,어림없다
1538,어색하다
1539,어제밤
1540,어쩔 수 없다
1541,어차피
1542,언약
1543,얻어먹다
1544,얼굴
1545,얼굴이빨개지다
1546,얼굴형
1547,얼마
1548,엄마
1549,엄청나다
1550,엉덩이
1551,엉뚱
1552,에버랜드
1553,에어컨
1554,여객선
1555,여경
1556,여공
1557,여군
1558,여대생
1559,여덟명
1560,여덟배
1561,여덟번째
1562,여동생
1563,여드름
1564,여리다
1565,여배우
1566,여분
1567,여섯명
1568,여섯배
1569,여섯번째
1570,여성복
1571,여성학과
1572,여수
1573,여수시수어통역센터
1574,여수시지부
1575,여수시청
1576,여아
1577,여의도
1578,여주시수어통역센터
1579,여주시지부
1580,여주시청
1581,여탕
1582,여학교
1583,여학생
1584,여행사
1585,여행자
1586,여행지
1587,역겹다
1588,역력하다
1589,연구소
1590,연구실
1591,연기
1592,연꽃
1593,연령제한
1594,연말
1595,연설
1596,연설문
1597,연수구수어통역센터
1598,연수구주민지원센터
1599,연수구지부
1600,연애편지
1601,연천
1602,연천군수어통역센터
1603,연천군주민지원센터
1604,연천군지부
1605,연초
1606,연패
1607,연하다
1608,연합
1609,열두번째
1610,열명
1611,열배
1612,열번째
1613,열세번째
1614,열심
1615,열아홉번째
1616,염색
1617,영
1618,영광군수어통역센터
1619,영광군주민지원센터
1620,영광군지부
1621,영덕군수어통역센터
1622,영덕군주민지원센터
1623,영덕군지부
1624,영동군수어통역센터
1625,영동군주민지원센터
1626,영동군지부
1627,영등포
1628,영등포구수어통역센터
1629,영등포구주민지원센터
1630,영등포구지부
1631,영등포시장
1632,영문법
1633,영아
1634,영암군수어통역센터
1635,영암군주민지원센터
1636,영암군지부
1637,영양군수어통역센터
1638,영양군주민지원센터
1639,영양군지부
1640,영어
1641,영월군수어통역센터
1642,영월군주민지원센터
1643,영월군지부
1644,영주시수어통역센터
1645,영주시지부
1646,영주시청
1647,영천시수어통역센터
1648,영천시지부
1649,영천시청
1650,예견
1651,예고
1652,예금
1653,예쁘다
1654,예산군수어통역센터
1655,예산군주민지원센터
1656,예산군지부
1657,예술
1658,예술가
1659,예습
1660,예식장
1661,예전
1662,예절
1663,예정
1664,예천군주민지원센터
1665,옛것
1666,오
1667,오다
1668,오래도록
1669,오른쪽
1670,오리알
1671,오만
1672,오만오천
1673,오백
1674,오백만
1675,오백억
1676,오백오십
1677,오백오십만
1678,오빠
1679,오산
1680,오산시수어통역센터
1681,오산시시청
1682,오산시지부
1683,오십
1684,오십구
1685,오십만
1686,오십사
1687,오십삼
1688,오십억
1689,오십오
1690,오십오만
1691,오십오억
1692,오십육
1693,오십이
1694,오십일
1695,오십칠
1696,오십팔
1697,오억
1698,오억오천만
1699,오줌
1700,오천
1701,오천만
1702,오천오백
1703,오천오백만
1704,옥천군수어통역센터
1705,옥천군주민지원센터
1706,옥천군지부
1707,온도
1708,온순하다
1709,온실
1710,올림픽경기
1711,올림픽공원
1712,옷장
1713,와인
1714,완납
1715,완료
1716,완벽
1717,완주군수어통역센터
1718,완주군주민지원센터
1719,완주군지부
1720,완패
1721,왕십리
1722,왕족
1723,외국어
1724,외국인
1725,외동딸
1726,외상값
1727,외손녀
1728,외손자
1729,외아들
1730,외할머니
1731,외할아버지
1732,왼쪽
1733,요강
1734,요리사
1735,욕구
1736,욕망
1737,욕심
1738,용돈
1739,용사
1740,용산
1741,용산구수어통역센터
1742,용산구주민지원센터
1743,용산구지부
1744,용인
1745,용인대학교
1746,용인시수어통역센터
1747,용인시지부
1748,용인시청
1749,용품
1750,우물
1751,우승
1752,우승자
1753,우울
1754,우즈베키스탄
1755,운동경기
1756,운동선수
1757,운동장
1758,운동화
1759,운전면허
1760,운전면허갱신
1761,운전면허정지
1762,운전자
1763,울릉군수어통역센터
1764,울릉군주민지원센터
1765,울릉군지부
1766,울릉도
1767,울보
1768,울산
1769,울산광역시농아인협회
1770,울산광역시청
1771,울음소리
1772,울진군수어통역센터
1773,울진군주민지원센터
1774,울진군지부
1775,웃는척
1776,웃다
1777,웃음소리
1778,원주
1779,원주시수어통역센터
1780,원주시지부
1781,원주시청
1782,원하다
1783,원한
1784,원활
1785,월급
1786,월세
1787,월요일
1788,월초
1789,위
1790,위로
1791,위선자
1792,위스키
1793,위아래
1794,위임
1795,유권자
1796,유대인
1797,유도
1798,유럽
1799,유리그릇
1800,유명무실
1801,유명하다
1802,유성구수어통역센터
1803,유성구주민지원센터
1804,유성구지부
1805,유식
1806,유언
1807,유전
1808,유조선
1809,유학
1810,육
1811,육만
1812,육만오천
1813,육백
1814,육백만
1815,육백억
1816,육백오십
1817,육백오십만
1818,육십구
1819,육십만
1820,육십사
1821,육십삼
1822,육십억
1823,육십오
1824,육십오만
1825,육십오억
1826,육십육
1827,육십이
1828,육십칠
1829,육십팔
1830,육억
1831,육억오천만
1832,육천
1833,육천만
1834,육천오백
1835,육천오백만
1836,은신처
1837,은평구수어통역센터
1838,은평구주민지원센터
1839,은평구지부
1840,을지로
1841,을지로3가
1842,을지로4가
1843,음료수
1844,음악가
1845,응접실
1846,의사
1847,의성
1848,의성군수어통역센터
1849,의성군주민지원센터
1850,의성군지부
1851,의심
1852,의왕시수어통역센터
1853,의왕시지부
1854,의왕시청
1855,의욕
1856,의자
1857,의정부
1858,의정부시수어통역센터
1859,의정부시지부
1860,의정부시청
1861,의학
1862,이
1863,이것
1864,이기주의
1865,이란
1866,이력
1867,이력서
1868,이마
1869,이만
1870,이만오천
1871,이모
1872,이미
1873,이백
1874,이백구십
1875,이백만
1876,이백사십
1877,이백삼십
1878,이백십
1879,이백억
1880,이백오십
1881,이백오십만
1882,이백육십
1883,이백이십
1884,이백칠십
1885,이백팔십
1886,이불
1887,이사
1888,이상
1889,이스라엘
1890,이심전심
1891,이십
1892,이십구
1893,이십만
1894,이십사
1895,이십삼
1896,이십억
1897,이십오
1898,이십오만
1899,이십오억
1900,이십육
1901,이십이
1902,이십일
1903,이십칠
1904,이십팔
1905,이억
1906,이억오천만
1907,이의
1908,이중인격
1909,이집트
1910,이천만
1911,이천시수어통역센터
1912,이천시지부
1913,이천시청
1914,이천오백
1915,이천오백만
1916,이탈리아
1917,이태원
1918,이해
1919,이화여자대학교
1920,익명
1921,익사
1922,익산시수어통역센터
1923,익산시지부
1924,익산시청
1925,익숙
1926,인격
1927,인도
1928,인력
1929,인사법
1930,인상
1931,인성
1932,인심
1933,인자
1934,인증
1935,인질
1936,인천
1937,인천광역시농아인협회
1938,인천광역시청
1939,인체
1940,인터체인지
1941,일
1942,일곱명
1943,일곱배
1944,일곱번째
1945,일반인
1946,일반직
1947,일본
1948,일본어
1949,일본인
1950,일부러
1951,일산
1952,일석이조
1953,일억
1954,일억오천만
1955,일인다역
1956,일임
1957,일자무식
1958,일조
1959,일터
1960,일확천금
1961,임기응변
1962,임시협약
1963,임신
1964,임실군수어통역센터
1965,임실군주민지원센터
1966,임실군지부
1967,입
1968,입맛에맞지않다
1969,입원
1970,잊다
1971,잊어버리다
1972,자가용
1973,자극
1974,자라다
1975,자랑
1976,자막
1977,자비없다
1978,자살
1979,자살자
1980,자석
1981,자습
1982,자승자박
1983,자유
1984,자정
1985,자존심
1986,작명
1987,작살내다
1988,작업복
1989,작은아빠
1990,작은엄마
1991,작은할아버지
1992,잔소리
1993,잘못하다
1994,잘하다
1995,잠기다
1996,잠옷
1997,잠자다
1998,장난
1999,장난감
2000,장녀
2001,장단점
2002,장려하다
2003,장로교
2004,장모
2005,장애아동수당
2006,장애유형
2007,장애인
2008,장애인기능경기대회
2009,장애인등에대한특수교육법
2010,장애인복지관
2011,장애인연금
2012,장인
2013,장인어른
2014,장점
2015,장학
2016,장흥군수어통역센터
2017,장흥군주민지원센터
2018,장흥군지부
2019,재고
2020,재미없다
2021,재벌
2022,재봉틀
2023,재산
2024,재임
2025,재청
2026,재택근무
2027,재학
2028,재혼
2029,저
2030,저명인사
2031,저택
2032,적극
2033,적중하다
2034,전근
2035,전기기술자
2036,전기세
2037,전남
2038,전남농아인협회
2039,전남도청
2040,전멸
2041,전북농아인협회
2042,전북도청
2043,전세
2044,전심전력
2045,전염
2046,전자기기
2047,전쟁터
2048,전주
2049,전주시수어통역센터
2050,전주시지부
2051,전주시청
2052,전화번호
2053,절도죄
2054,절수
2055,젊다
2056,점등
2057,정밀검사
2058,정벌
2059,정보차단
2060,정성껏
2061,정신장애
2062,정의
2063,제법
2064,제부
2065,제사
2066,제안
2067,제주도
2068,제주도청
2069,제주시수화통역센터
2070,제주시지부
2071,제주시청
2072,제주특별자치도농아인협회
2073,제천시수어통역센터
2074,제천시지부
2075,제천시청
2076,조간신문
2077,조상
2078,조심
2079,조용하다
2080,조종하다
2081,조직도
2082,조카
2083,조회
2084,존경하다
2085,졸리다
2086,졸업장
2087,종각
2088,종로3가
2089,종로5가
2090,종로구수어통역센터
2091,종로구주민지원센터
2092,종로구지부
2093,종소리
2094,종아리맞다
2095,종점
2096,종합운동장
2097,죄송
2098,주관
2099,주목
2100,주문서
2101,주민센터
2102,주방장
2103,주요점
2104,주유소
2105,주정뱅이
2106,주차장
2107,죽다
2108,준우승
2109,중국
2110,중도포기
2111,중독되다
2112,중랑구수어통역센터
2113,중랑구주민지원센터
2114,중랑구지부
2115,중립
2116,중매
2117,중병
2118,중앙대학교
2119,중요
2120,쥐덫
2121,즐겁다
2122,증거
2123,증원
2124,증인
2125,지겹다
2126,지급일
2127,지도법
2128,지름길
2129,지방경찰청장
2130,지식인
2131,지팡이
2132,지혜
2133,직무대행
2134,직원
2135,직책
2136,진단서
2137,진도군수어통역센터
2138,진도군주민지원센터
2139,진도군지부
2140,진땀나다
2141,진상
2142,진수성찬
2143,진실
2144,진주시수화통역센터
2145,진주시지부
2146,진주시청
2147,진천군수어통역센터
2148,진천군주민지원센터
2149,진천군지부
2150,진하기
2151,질색
2152,질투
2153,집요
2154,집주인
2155,짓밟다
2156,징검다리
2157,징그럽다
2158,짜증
2159,짜증내다
2160,짬뽕
2161,차다
2162,차도
2163,차량번호판
2164,차량점검
2165,차멀미
2166,차분
2167,착각
2168,착취
2169,찬물
2170,찰나
2171,참가자
2172,참관
2173,참다
2174,참새
2175,참외
2176,찻길
2177,창녕군수화통역센터
2178,창녕군주민지원센터
2179,창녕군지부
2180,창백
2181,창원
2182,창원시수화통역센터
2183,창원시지부
2184,창원시청
2185,창피
2186,창피하다
2187,채용자
2188,채팅
2189,책무
2190,책임
2191,책임이사
2192,책임자
2193,책임지다
2194,챔피언
2195,처남
2196,처녀
2197,처형
2198,천
2199,천리
2200,천만
2201,천벌
2202,천안
2203,천안시수어통역센터
2204,천안시지부
2205,천안시청
2206,천연색
2207,천오백
2208,천오백만
2209,천호
2210,천황
2211,철
2212,철교
2213,철근
2214,철면피
2215,철모
2216,철문
2217,철원군수어통역센터
2218,철원군주민지원센터
2219,철원군지부
2220,철판
2221,첩첩산중
2222,첫번째
2223,첫째
2224,청년
2225,청도군수어통역센터
2226,청도군주민지원센터
2227,청도군지부
2228,청량리
2229,청소년
2230,청소당번
2231,청송군수어통역센터
2232,청송군주민지원센터
2233,청송군지부
2234,청양군수어통역센터
2235,청양군주민지원센터
2236,청양군지부
2237,청원
2238,청주
2239,청주시수어통역센터
2240,청주시지부
2241,청주시청
2242,청진기
2243,체감
2244,체납
2245,체취
2246,체험
2247,체험담
2248,체형
2249,초대권
2250,초라
2251,초록
2252,초면
2253,초산
2254,초상화
2255,초혼
2256,촉박
2257,촉진
2258,촛불
2259,총각
2260,총괄
2261,총괄자
2262,총무
2263,총소리
2264,총회
2265,최대
2266,최상급
2267,최소
2268,추남
2269,추녀
2270,추수
2271,추억
2272,추출
2273,추측
2274,축구장
2275,축하
2276,춘천시수어통역센터
2277,춘천시지부
2278,춘천시청
2279,출근
2280,출산증가
2281,출석
2282,출장
2283,춥다
2284,충격
2285,충남
2286,충남농아인협회
2287,충남도청
2288,충무로
2289,충북
2290,충북농아인협회
2291,충북도청
2292,충분
2293,충성
2294,충주시수어통역센터
2295,충주시지부
2296,충주시청
2297,충혈
2298,취객
2299,취업
2300,치과의사
2301,치료
2302,치료법
2303,치료제
2304,치매
2305,치아
2306,치약
2307,친가족
2308,친구
2309,친모
2310,친부
2311,친아들
2312,친자
2313,친척
2314,친하다
2315,칠
2316,칠곡군수어통역센터
2317,칠곡군주민지원센터
2318,칠곡군지부
2319,칠만
2320,칠만오천
2321,칠백
2322,칠백만
2323,칠백억
2324,칠백오십
2325,칠백오십만
2326,칠십
2327,칠십구
2328,칠십만
2329,칠십사
2330,칠십삼
2331,칠십억
2332,칠십오
2333,칠십오만
2334,칠십오억
2335,칠십육
2336,칠십이
2337,칠십일
2338,칠십칠
2339,칠십팔
2340,칠억
2341,칠억오천만
2342,칠천
2343,칠천만
2344,칠천오백
2345,칠천오백만
2346,침착
2347,칩거
2348,카지노
2349,칼
2350,칼국수
2351,칼슘
2352,캄보디아
2353,커피
2354,코
2355,코치
2356,코코아
2357,콜라
2358,콧물
2359,콩가루
2360,콩기름
2361,콩밭
2362,콩잎
2363,큰소리
2364,큰아버지
2365,큰어머니
2366,큰언니
2367,큰형
2368,키다리
2369,키우다
2370,킬로그램
2371,킬로미터
2372,타이트하다
2373,타인
2374,탁구공
2375,탈
2376,탈영
2377,탈춤
2378,탈환
2379,탐욕
2380,태극기
2381,태만
2382,태백
2383,태안군수어통역센터
2384,태안군주민지원센터
2385,태안군지부
2386,터미널
2387,턱
2388,털
2389,테니스
2390,토기
2391,통역사
2392,통영시수화통역센터
2393,통영시지부
2394,통영시청
2395,통조림
2396,통증
2397,통찰
2398,퇴원
2399,퇴임
2400,투쟁
2401,특권
2402,특기
2403,특명
2404,특선
2405,틀리다
2406,틀림없다
2407,파도
2408,파랑
2409,파악하다
2410,파주
2411,파주시수어통역센터
2412,파주시지부
2413,파주시청
2414,파헤치다
2415,판결
2416,팔랑귀
2417,팔만
2418,팔만오천
2419,팔백
2420,팔백만
2421,팔백억
2422,팔백오십
2423,팔백오십만
2424,팔십
2425,팔십구
2426,팔십만
2427,팔십사
2428,팔십삼
2429,팔십억
2430,팔십오
2431,팔십오만
2432,팔십오억
2433,팔십육
2434,팔십이
2435,팔십일
2436,팔십칠
2437,팔십팔
2438,팔억
2439,팔억오천만
2440,팔천
2441,팔천만
2442,팔천오백
2443,팔천오백만
2444,편견
2445,평가하다
2446,평안
2447,평일
2448,평창군수어통역센터
2449,평창군주민지원센터
2450,평창지부
2451,평택
2452,평택시수어통역센터
2453,평택시지부
2454,평택시청
2455,포천
2456,포천시수어통역센터
2457,포천시지부
2458,포천시청
2459,포켓
2460,포항
2461,포항시수화통역센터
2462,포항시지부
2463,포항시청
2464,품격
2465,풍성
2466,피곤
2467,피곤하다
2468,피해자
2469,필기시험
2470,필리핀
2471,하남
2472,하남시수어통역센터
2473,하남시지부
2474,하남시청
2475,하는수없다
2476,하동군수화통역센터
2477,하동군주민지원센터
2478,하동군지부
2479,하산
2480,학교연혁
2481,학부모
2482,학생생활기록부
2483,학수고대
2484,학습
2485,학식
2486,학업
2487,한국민속촌
2488,한국어
2489,한국은행
2490,한국인
2491,한글
2492,한글날
2493,한눈팔다
2494,한명
2495,한숨
2496,한약
2497,한약방
2498,할머니
2499,할아버지
2500,함안군수화통역센터
2501,함안군주민지원센터
2502,함안군지부
2503,합심
2504,합의
2505,항공사
2506,해남군수어통역센터
2507,해남군주민지원센터
2508,해남군지부
2509,해내다
2510,햅쌀
2511,햇빛
2512,행거
2513,행동
2514,행복
2515,허약자
2516,허탕
2517,헛수고
2518,헤드라이트
2519,혀
2520,현대
2521,현충일
2522,혈서
2523,혈안
2524,혈액형
2525,혈통
2526,형
2527,형수
2528,형식
2529,형제지간
2530,호떡
2531,호명
2532,호수
2533,혹시
2534,홍성군수어통역센터
2535,홍성군주민지원센터
2536,홍성군지부
2537,홍수
2538,홍익대학교
2539,홍천군수어통역센터
2540,홍천군주민지원센터
2541,홍천군지부
2542,홍콩
2543,화가
2544,화나다
2545,화상
2546,화상채팅
2547,화성
2548,화성시수어통역센터
2549,화성시지부
2550,화성시청
2551,화실
2552,화요일
2553,화천군수어통역센터
2554,화천군주민지원센터
2555,화천군지부
2556,확답
2557,확약
2558,확인서
2559,확정
2560,환갑
2561,환대
2562,환자
2563,환자실
2564,황금
2565,황금기
2566,황금색
2567,황토
2568,황홀
2569,회개
2570,회사
2571,회상
2572,회색
2573,회생
2574,회식
2575,회원
2576,회의록
2577,회장
2578,회칙
2579,횡성군주민지원센터
2580,후원
2581,후지다
2582,후천적
2583,후회
2584,훈련
2585,훌륭
2586,훑어보다
2587,휴학
2588,흑백
2589,흑백영화
2590,흑색
2591,흔들리다
2592,흙
2593,흙내음
2594,흠집
2595,흡연실
2596,흩어지다
2597,희망
2598,희미
2599,희생
2600,희생자
2601,흰
2602,힘
2603,힘들다
